Country Name,Country Code,Series Name,Series Code,2023 [YR2023]
Guatemala,GTM,Urban population,SP.URB.TOTL,9346000
Guatemala,GTM,"Population, female",SP.POP.TOTL.FE.IN,8891919
Guatemala,GTM,"Population, male",SP.POP.TOTL.MA.IN,8709497
Guatemala,GTM,Rural population,SP.RUR.TOTL,8255416
Guatemala,GTM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Guinea,GIN,"Population ages 80 and above, male",SP.POP.80UP.MA,25480
Guinea,GIN,"Population ages 80 and above, female",SP.POP.80UP.FE,39856
Guinea,GIN,"Population, total",SP.POP.TOTL,14190612
Guinea,GIN,Urban population,SP.URB.TOTL,5404495
Guinea,GIN,"Population, female",SP.POP.TOTL.FE.IN,7167023
Guinea,GIN,"Population, male",SP.POP.TOTL.MA.IN,7023590
Guinea,GIN,Rural population,SP.RUR.TOTL,8786117
Guinea,GIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Guinea-Bissau,GNB,"Population ages 80 and above, male",SP.POP.80UP.MA,2675
Guinea-Bissau,GNB,"Population ages 80 and above, female",SP.POP.80UP.FE,3732
Guinea-Bissau,GNB,"Population, total",SP.POP.TOTL,2150842
Guinea-Bissau,GNB,Urban population,SP.URB.TOTL,977902
Guinea-Bissau,GNB,"Population, female",SP.POP.TOTL.FE.IN,1088101
Guinea-Bissau,GNB,"Population, male",SP.POP.TOTL.MA.IN,1062741
Guinea-Bissau,GNB,Rural population,SP.RUR.TOTL,1172940
Guinea-Bissau,GNB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Guyana,GUY,"Population ages 80 and above, male",SP.POP.80UP.MA,2983
Guyana,GUY,"Population ages 80 and above, female",SP.POP.80UP.FE,5079
Guyana,GUY,"Population, total",SP.POP.TOTL,813834
Guyana,GUY,Urban population,SP.URB.TOTL,221054
Guyana,GUY,"Population, female",SP.POP.TOTL.FE.IN,415010
Guyana,GUY,"Population, male",SP.POP.TOTL.MA.IN,398825
Guyana,GUY,Rural population,SP.RUR.TOTL,592780
Guyana,GUY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Haiti,HTI,"Population ages 80 and above, male",SP.POP.80UP.MA,23919
Haiti,HTI,"Population ages 80 and above, female",SP.POP.80UP.FE,40697
Haiti,HTI,"Population, total",SP.POP.TOTL,11724763
Haiti,HTI,Urban population,SP.URB.TOTL,6994525
Haiti,HTI,"Population, female",SP.POP.TOTL.FE.IN,5919066
Haiti,HTI,"Population, male",SP.POP.TOTL.MA.IN,5805698
Haiti,HTI,Rural population,SP.RUR.TOTL,4730238
Haiti,HTI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Heavily indebted poor countries (HIPC),HPC,"Population ages 80 and above, male",SP.POP.80UP.MA,1239433
Heavily indebted poor countries (HIPC),HPC,"Population ages 80 and above, female",SP.POP.80UP.FE,1903128
Heavily indebted poor countries (HIPC),HPC,"Population, total",SP.POP.TOTL,907995430
Heavily indebted poor countries (HIPC),HPC,Urban population,SP.URB.TOTL,349735912
Heavily indebted poor countries (HIPC),HPC,"Population, female",SP.POP.TOTL.FE.IN,455368781
Heavily indebted poor countries (HIPC),HPC,"Population, male",SP.POP.TOTL.MA.IN,452626654
Heavily indebted poor countries (HIPC),HPC,Rural population,SP.RUR.TOTL,558259518
Heavily indebted poor countries (HIPC),HPC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
High income,HIC,"Population ages 80 and above, male",SP.POP.80UP.MA,25965586
High income,HIC,"Population ages 80 and above, female",SP.POP.80UP.FE,41426027
High income,HIC,"Population, total",SP.POP.TOTL,1245416528
High income,HIC,Urban population,SP.URB.TOTL,1019447184
High income,HIC,"Population, female",SP.POP.TOTL.FE.IN,625901910
High income,HIC,"Population, male",SP.POP.TOTL.MA.IN,619514621
High income,HIC,Rural population,SP.RUR.TOTL,225969344
High income,HIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Honduras,HND,"Population ages 80 and above, male",SP.POP.80UP.MA,21258
Honduras,HND,"Population ages 80 and above, female",SP.POP.80UP.FE,35161
Honduras,HND,"Population, total",SP.POP.TOTL,10593798
Honduras,HND,Urban population,SP.URB.TOTL,6378738
Honduras,HND,"Population, female",SP.POP.TOTL.FE.IN,5246431
Honduras,HND,"Population, male",SP.POP.TOTL.MA.IN,5347368
Honduras,HND,Rural population,SP.RUR.TOTL,4215060
Honduras,HND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
"Hong Kong SAR, China",HKG,"Population ages 80 and above, male",SP.POP.80UP.MA,167814
"Hong Kong SAR, China",HKG,"Population ages 80 and above, female",SP.POP.80UP.FE,231617
"Hong Kong SAR, China",HKG,"Population, total",SP.POP.TOTL,7350409
"Hong Kong SAR, China",HKG,Urban population,SP.URB.TOTL,7350409
"Hong Kong SAR, China",HKG,"Population, female",SP.POP.TOTL.FE.IN,3968475
"Hong Kong SAR, China",HKG,"Population, male",SP.POP.TOTL.MA.IN,3381933
"Hong Kong SAR, China",HKG,Rural population,SP.RUR.TOTL,0
"Hong Kong SAR, China",HKG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Hungary,HUN,"Population ages 80 and above, male",SP.POP.80UP.MA,129536
Hungary,HUN,"Population ages 80 and above, female",SP.POP.80UP.FE,297432
Hungary,HUN,"Population, total",SP.POP.TOTL,9457003
Hungary,HUN,Urban population,SP.URB.TOTL,6890751
Hungary,HUN,"Population, female",SP.POP.TOTL.FE.IN,4910373
Hungary,HUN,"Population, male",SP.POP.TOTL.MA.IN,4546630
Hungary,HUN,Rural population,SP.RUR.TOTL,2566252
Hungary,HUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
IBRD only,IBD,"Population ages 80 and above, male",SP.POP.80UP.MA,..
IBRD only,IBD,"Population ages 80 and above, female",SP.POP.80UP.FE,..
IBRD only,IBD,"Population, total",SP.POP.TOTL,..
IBRD only,IBD,Urban population,SP.URB.TOTL,..
IBRD only,IBD,"Population, female",SP.POP.TOTL.FE.IN,..
IBRD only,IBD,"Population, male",SP.POP.TOTL.MA.IN,..
IBRD only,IBD,Rural population,SP.RUR.TOTL,..
IBRD only,IBD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Iceland,ISL,"Population ages 80 and above, male",SP.POP.80UP.MA,5992
Iceland,ISL,"Population ages 80 and above, female",SP.POP.80UP.FE,7852
Iceland,ISL,"Population, total",SP.POP.TOTL,384407
Iceland,ISL,Urban population,SP.URB.TOTL,361504
Iceland,ISL,"Population, female",SP.POP.TOTL.FE.IN,187375
Iceland,ISL,"Population, male",SP.POP.TOTL.MA.IN,197033
Iceland,ISL,Rural population,SP.RUR.TOTL,22903
Iceland,ISL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
IDA & IBRD total,IBT,"Population ages 80 and above, male",SP.POP.80UP.MA,35497495
IDA & IBRD total,IBT,"Population ages 80 and above, female",SP.POP.80UP.FE,59210980
IDA & IBRD total,IBT,"Population, total",SP.POP.TOTL,6821827938
IDA & IBRD total,IBT,Urban population,SP.URB.TOTL,3607083271
IDA & IBRD total,IBT,"Population, female",SP.POP.TOTL.FE.IN,3388363879
IDA & IBRD total,IBT,"Population, male",SP.POP.TOTL.MA.IN,3433464061
IDA & IBRD total,IBT,Rural population,SP.RUR.TOTL,3212978563
IDA & IBRD total,IBT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
IDA blend,IDB,"Population ages 80 and above, male",SP.POP.80UP.MA,..
IDA blend,IDB,"Population ages 80 and above, female",SP.POP.80UP.FE,..
IDA blend,IDB,"Population, total",SP.POP.TOTL,..
IDA blend,IDB,Urban population,SP.URB.TOTL,..
IDA blend,IDB,"Population, female",SP.POP.TOTL.FE.IN,..
IDA blend,IDB,"Population, male",SP.POP.TOTL.MA.IN,..
IDA blend,IDB,Rural population,SP.RUR.TOTL,..
IDA blend,IDB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
IDA only,IDX,"Population ages 80 and above, male",SP.POP.80UP.MA,..
IDA only,IDX,"Population ages 80 and above, female",SP.POP.80UP.FE,..
IDA only,IDX,"Population, total",SP.POP.TOTL,..
IDA only,IDX,Urban population,SP.URB.TOTL,..
IDA only,IDX,"Population, female",SP.POP.TOTL.FE.IN,..
IDA only,IDX,"Population, male",SP.POP.TOTL.MA.IN,..
IDA only,IDX,Rural population,SP.RUR.TOTL,..
IDA only,IDX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
IDA total,IDA,"Population ages 80 and above, male",SP.POP.80UP.MA,..
IDA total,IDA,"Population ages 80 and above, female",SP.POP.80UP.FE,..
IDA total,IDA,"Population, total",SP.POP.TOTL,..
IDA total,IDA,Urban population,SP.URB.TOTL,..
IDA total,IDA,"Population, female",SP.POP.TOTL.FE.IN,..
IDA total,IDA,"Population, male",SP.POP.TOTL.MA.IN,..
IDA total,IDA,Rural population,SP.RUR.TOTL,..
IDA total,IDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
India,IND,"Population ages 80 and above, male",SP.POP.80UP.MA,6391993
India,IND,"Population ages 80 and above, female",SP.POP.80UP.FE,8656030
India,IND,"Population, total",SP.POP.TOTL,1428627663
India,IND,Urban population,SP.URB.TOTL,519506163
India,IND,"Population, female",SP.POP.TOTL.FE.IN,691776131
India,IND,"Population, male",SP.POP.TOTL.MA.IN,736851532
India,IND,Rural population,SP.RUR.TOTL,909121500
India,IND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Indonesia,IDN,"Population ages 80 and above, male",SP.POP.80UP.MA,988554
Indonesia,IDN,"Population ages 80 and above, female",SP.POP.80UP.FE,1790554
Indonesia,IDN,"Population, total",SP.POP.TOTL,277534122
Indonesia,IDN,Urban population,SP.URB.TOTL,162557286
Indonesia,IDN,"Population, female",SP.POP.TOTL.FE.IN,137826291
Indonesia,IDN,"Population, male",SP.POP.TOTL.MA.IN,139707831
Indonesia,IDN,Rural population,SP.RUR.TOTL,114976836
Indonesia,IDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
"Iran, Islamic Rep.",IRN,"Population ages 80 and above, male",SP.POP.80UP.MA,374973
"Iran, Islamic Rep.",IRN,"Population ages 80 and above, female",SP.POP.80UP.FE,624100
"Iran, Islamic Rep.",IRN,"Population, total",SP.POP.TOTL,89172767
"Iran, Islamic Rep.",IRN,Urban population,SP.URB.TOTL,68892205
"Iran, Islamic Rep.",IRN,"Population, female",SP.POP.TOTL.FE.IN,44170373
"Iran, Islamic Rep.",IRN,"Population, male",SP.POP.TOTL.MA.IN,45002394
"Iran, Islamic Rep.",IRN,Rural population,SP.RUR.TOTL,20280562
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Iraq,IRQ,"Population ages 80 and above, male",SP.POP.80UP.MA,66339
Iraq,IRQ,"Population ages 80 and above, female",SP.POP.80UP.FE,127000
Iraq,IRQ,"Population, total",SP.POP.TOTL,45504560
Iraq,IRQ,Urban population,SP.URB.TOTL,32580810
Iraq,IRQ,"Population, female",SP.POP.TOTL.FE.IN,22698062
Iraq,IRQ,"Population, male",SP.POP.TOTL.MA.IN,22806498
Iraq,IRQ,Rural population,SP.RUR.TOTL,12923750
Iraq,IRQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Ireland,IRL,"Population ages 80 and above, male",SP.POP.80UP.MA,78074
Ireland,IRL,"Population ages 80 and above, female",SP.POP.80UP.FE,106355
Ireland,IRL,"Population, total",SP.POP.TOTL,5160824
Ireland,IRL,Urban population,SP.URB.TOTL,3326977
Ireland,IRL,"Population, female",SP.POP.TOTL.FE.IN,2602649
Ireland,IRL,"Population, male",SP.POP.TOTL.MA.IN,2558174
Ireland,IRL,Rural population,SP.RUR.TOTL,1833847
Ireland,IRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Isle of Man,IMN,"Population ages 80 and above, male",SP.POP.80UP.MA,2161
Isle of Man,IMN,"Population ages 80 and above, female",SP.POP.80UP.FE,2977
Isle of Man,IMN,"Population, total",SP.POP.TOTL,84710
Isle of Man,IMN,Urban population,SP.URB.TOTL,45305
Isle of Man,IMN,"Population, female",SP.POP.TOTL.FE.IN,42763
Isle of Man,IMN,"Population, male",SP.POP.TOTL.MA.IN,41947
Isle of Man,IMN,Rural population,SP.RUR.TOTL,39405
Isle of Man,IMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Israel,ISR,"Population ages 80 and above, male",SP.POP.80UP.MA,115099
Israel,ISR,"Population ages 80 and above, female",SP.POP.80UP.FE,170405
Israel,ISR,"Population, total",SP.POP.TOTL,9700276
Israel,ISR,Urban population,SP.URB.TOTL,9007094
Israel,ISR,"Population, female",SP.POP.TOTL.FE.IN,4859609
Israel,ISR,"Population, male",SP.POP.TOTL.MA.IN,4840666
Israel,ISR,Rural population,SP.RUR.TOTL,693182
Israel,ISR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Italy,ITA,"Population ages 80 and above, male",SP.POP.80UP.MA,1774274
Italy,ITA,"Population ages 80 and above, female",SP.POP.80UP.FE,2844652
Italy,ITA,"Population, total",SP.POP.TOTL,58745744
Italy,ITA,Urban population,SP.URB.TOTL,42281074
Italy,ITA,"Population, female",SP.POP.TOTL.FE.IN,30081890
Italy,ITA,"Population, male",SP.POP.TOTL.MA.IN,28663855
Italy,ITA,Rural population,SP.RUR.TOTL,16464670
Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Jamaica,JAM,"Population ages 80 and above, male",SP.POP.80UP.MA,13191
Jamaica,JAM,"Population ages 80 and above, female",SP.POP.80UP.FE,17648
Jamaica,JAM,"Population, total",SP.POP.TOTL,2825544
Jamaica,JAM,Urban population,SP.URB.TOTL,1621241
Jamaica,JAM,"Population, female",SP.POP.TOTL.FE.IN,1424543
Jamaica,JAM,"Population, male",SP.POP.TOTL.MA.IN,1401001
Jamaica,JAM,Rural population,SP.RUR.TOTL,1204303
Jamaica,JAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Japan,JPN,"Population ages 80 and above, male",SP.POP.80UP.MA,5006040
Japan,JPN,"Population ages 80 and above, female",SP.POP.80UP.FE,8449647
Japan,JPN,"Population, total",SP.POP.TOTL,124389416
Japan,JPN,Urban population,SP.URB.TOTL,114491750
Japan,JPN,"Population, female",SP.POP.TOTL.FE.IN,63943633
Japan,JPN,"Population, male",SP.POP.TOTL.MA.IN,60445783
Japan,JPN,Rural population,SP.RUR.TOTL,9897666
Japan,JPN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Jordan,JOR,"Population ages 80 and above, male",SP.POP.80UP.MA,24846
Jordan,JOR,"Population ages 80 and above, female",SP.POP.80UP.FE,37621
Jordan,JOR,"Population, total",SP.POP.TOTL,11337052
Jordan,JOR,Urban population,SP.URB.TOTL,10432355
Jordan,JOR,"Population, female",SP.POP.TOTL.FE.IN,5468070
Jordan,JOR,"Population, male",SP.POP.TOTL.MA.IN,5868983
Jordan,JOR,Rural population,SP.RUR.TOTL,904697
Jordan,JOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Kazakhstan,KAZ,"Population ages 80 and above, male",SP.POP.80UP.MA,61674
Kazakhstan,KAZ,"Population ages 80 and above, female",SP.POP.80UP.FE,178148
Kazakhstan,KAZ,"Population, total",SP.POP.TOTL,19841426
Kazakhstan,KAZ,Urban population,SP.URB.TOTL,11543543
Kazakhstan,KAZ,"Population, female",SP.POP.TOTL.FE.IN,10284133
Kazakhstan,KAZ,"Population, male",SP.POP.TOTL.MA.IN,9557294
Kazakhstan,KAZ,Rural population,SP.RUR.TOTL,8297883
Kazakhstan,KAZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Kenya,KEN,"Population ages 80 and above, male",SP.POP.80UP.MA,90905
Kenya,KEN,"Population ages 80 and above, female",SP.POP.80UP.FE,186090
Kenya,KEN,"Population, total",SP.POP.TOTL,55100586
Kenya,KEN,Urban population,SP.URB.TOTL,16265693
Kenya,KEN,"Population, female",SP.POP.TOTL.FE.IN,27796386
Kenya,KEN,"Population, male",SP.POP.TOTL.MA.IN,27304201
Kenya,KEN,Rural population,SP.RUR.TOTL,38834893
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Kiribati,KIR,"Population ages 80 and above, male",SP.POP.80UP.MA,156
Kiribati,KIR,"Population ages 80 and above, female",SP.POP.80UP.FE,360
Kiribati,KIR,"Population, total",SP.POP.TOTL,133515
Kiribati,KIR,Urban population,SP.URB.TOTL,77121
Kiribati,KIR,"Population, female",SP.POP.TOTL.FE.IN,68371
Kiribati,KIR,"Population, male",SP.POP.TOTL.MA.IN,65144
Kiribati,KIR,Rural population,SP.RUR.TOTL,56394
Kiribati,KIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
"Korea, Dem. People's Rep.",PRK,"Population ages 80 and above, male",SP.POP.80UP.MA,196956
"Korea, Dem. People's Rep.",PRK,"Population ages 80 and above, female",SP.POP.80UP.FE,471675
"Korea, Dem. People's Rep.",PRK,"Population, total",SP.POP.TOTL,26160821
"Korea, Dem. People's Rep.",PRK,Urban population,SP.URB.TOTL,16534424
"Korea, Dem. People's Rep.",PRK,"Population, female",SP.POP.TOTL.FE.IN,13200116
"Korea, Dem. People's Rep.",PRK,"Population, male",SP.POP.TOTL.MA.IN,12960706
"Korea, Dem. People's Rep.",PRK,Rural population,SP.RUR.TOTL,9626397
"Korea, Dem. People's Rep.",PRK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
"Korea, Rep.",KOR,"Population ages 80 and above, male",SP.POP.80UP.MA,791617
"Korea, Rep.",KOR,"Population ages 80 and above, female",SP.POP.80UP.FE,1565640
"Korea, Rep.",KOR,"Population, total",SP.POP.TOTL,51559476
"Korea, Rep.",KOR,Urban population,SP.URB.TOTL,41998287
"Korea, Rep.",KOR,"Population, female",SP.POP.TOTL.FE.IN,25831788
"Korea, Rep.",KOR,"Population, male",SP.POP.TOTL.MA.IN,25727688
"Korea, Rep.",KOR,Rural population,SP.RUR.TOTL,9561189
"Korea, Rep.",KOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Kosovo,XKX,"Population ages 80 and above, male",SP.POP.80UP.MA,15205
Kosovo,XKX,"Population ages 80 and above, female",SP.POP.80UP.FE,23968
Kosovo,XKX,"Population, total",SP.POP.TOTL,1766104
Kosovo,XKX,Urban population,SP.URB.TOTL,..
Kosovo,XKX,"Population, female",SP.POP.TOTL.FE.IN,885896
Kosovo,XKX,"Population, male",SP.POP.TOTL.MA.IN,880209
Kosovo,XKX,Rural population,SP.RUR.TOTL,..
Kosovo,XKX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Kuwait,KWT,"Population ages 80 and above, male",SP.POP.80UP.MA,12454
Kuwait,KWT,"Population ages 80 and above, female",SP.POP.80UP.FE,10317
Kuwait,KWT,"Population, total",SP.POP.TOTL,4310108
Kuwait,KWT,Urban population,SP.URB.TOTL,4310108
Kuwait,KWT,"Population, female",SP.POP.TOTL.FE.IN,1693808
Kuwait,KWT,"Population, male",SP.POP.TOTL.MA.IN,2616300
Kuwait,KWT,Rural population,SP.RUR.TOTL,0
Kuwait,KWT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Kyrgyz Republic,KGZ,"Population ages 80 and above, male",SP.POP.80UP.MA,13568
Kyrgyz Republic,KGZ,"Population ages 80 and above, female",SP.POP.80UP.FE,29670
Kyrgyz Republic,KGZ,"Population, total",SP.POP.TOTL,7085921
Kyrgyz Republic,KGZ,Urban population,SP.URB.TOTL,2678549
Kyrgyz Republic,KGZ,"Population, female",SP.POP.TOTL.FE.IN,3607338
Kyrgyz Republic,KGZ,"Population, male",SP.POP.TOTL.MA.IN,3478583
Kyrgyz Republic,KGZ,Rural population,SP.RUR.TOTL,4407372
Kyrgyz Republic,KGZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Lao PDR,LAO,"Population ages 80 and above, male",SP.POP.80UP.MA,18310
Lao PDR,LAO,"Population ages 80 and above, female",SP.POP.80UP.FE,26027
Lao PDR,LAO,"Population, total",SP.POP.TOTL,7633779
Lao PDR,LAO,Urban population,SP.URB.TOTL,2919691
Lao PDR,LAO,"Population, female",SP.POP.TOTL.FE.IN,3787131
Lao PDR,LAO,"Population, male",SP.POP.TOTL.MA.IN,3846648
Lao PDR,LAO,Rural population,SP.RUR.TOTL,4714088
Lao PDR,LAO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Late-demographic dividend,LTE,"Population ages 80 and above, male",SP.POP.80UP.MA,20401766
Late-demographic dividend,LTE,"Population ages 80 and above, female",SP.POP.80UP.FE,35678481
Late-demographic dividend,LTE,"Population, total",SP.POP.TOTL,2326847004
Late-demographic dividend,LTE,Urban population,SP.URB.TOTL,1545206643
Late-demographic dividend,LTE,"Population, female",SP.POP.TOTL.FE.IN,1157417711
Late-demographic dividend,LTE,"Population, male",SP.POP.TOTL.MA.IN,1169429297
Late-demographic dividend,LTE,Rural population,SP.RUR.TOTL,781640361
Late-demographic dividend,LTE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Latin America & Caribbean,LCN,"Population ages 80 and above, male",SP.POP.80UP.MA,4522694
Latin America & Caribbean,LCN,"Population ages 80 and above, female",SP.POP.80UP.FE,7388313
Latin America & Caribbean,LCN,"Population, total",SP.POP.TOTL,663972136
Latin America & Caribbean,LCN,Urban population,SP.URB.TOTL,543565314
Latin America & Caribbean,LCN,"Population, female",SP.POP.TOTL.FE.IN,337083696
Latin America & Caribbean,LCN,"Population, male",SP.POP.TOTL.MA.IN,326888441
Latin America & Caribbean,LCN,Rural population,SP.RUR.TOTL,120406822
Latin America & Caribbean,LCN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Latin America & Caribbean (excluding high income),LAC,"Population ages 80 and above, male",SP.POP.80UP.MA,3960090
Latin America & Caribbean (excluding high income),LAC,"Population ages 80 and above, female",SP.POP.80UP.FE,6429634
Latin America & Caribbean (excluding high income),LAC,"Population, total",SP.POP.TOTL,600689332
Latin America & Caribbean (excluding high income),LAC,Urban population,SP.URB.TOTL,489453498
Latin America & Caribbean (excluding high income),LAC,"Population, female",SP.POP.TOTL.FE.IN,305011678
Latin America & Caribbean (excluding high income),LAC,"Population, male",SP.POP.TOTL.MA.IN,295677657
Latin America & Caribbean (excluding high income),LAC,Rural population,SP.RUR.TOTL,111235834
Latin America & Caribbean (excluding high income),LAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 80 and above, male",SP.POP.80UP.MA,4252124
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 80 and above, female",SP.POP.80UP.FE,6991861
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, total",SP.POP.TOTL,648344991
Latin America & the Caribbean (IDA & IBRD countries),TLA,Urban population,SP.URB.TOTL,531019118
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, female",SP.POP.TOTL.FE.IN,329106133
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, male",SP.POP.TOTL.MA.IN,319238861
Latin America & the Caribbean (IDA & IBRD countries),TLA,Rural population,SP.RUR.TOTL,117325873
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Latvia,LVA,"Population ages 80 and above, male",SP.POP.80UP.MA,31155
Latvia,LVA,"Population ages 80 and above, female",SP.POP.80UP.FE,91080
Latvia,LVA,"Population, total",SP.POP.TOTL,1858606
Latvia,LVA,Urban population,SP.URB.TOTL,1276323
Latvia,LVA,"Population, female",SP.POP.TOTL.FE.IN,995653
Latvia,LVA,"Population, male",SP.POP.TOTL.MA.IN,862953
Latvia,LVA,Rural population,SP.RUR.TOTL,582283
Latvia,LVA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Least developed countries: UN classification,LDC,"Population ages 80 and above, male",SP.POP.80UP.MA,2144971
Least developed countries: UN classification,LDC,"Population ages 80 and above, female",SP.POP.80UP.FE,3187436
Least developed countries: UN classification,LDC,"Population, total",SP.POP.TOTL,1151134198
Least developed countries: UN classification,LDC,Urban population,SP.URB.TOTL,418808795
Least developed countries: UN classification,LDC,"Population, female",SP.POP.TOTL.FE.IN,578690408
Least developed countries: UN classification,LDC,"Population, male",SP.POP.TOTL.MA.IN,572443790
Least developed countries: UN classification,LDC,Rural population,SP.RUR.TOTL,732325403
Least developed countries: UN classification,LDC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Lebanon,LBN,"Population ages 80 and above, male",SP.POP.80UP.MA,33419
Lebanon,LBN,"Population ages 80 and above, female",SP.POP.80UP.FE,67545
Lebanon,LBN,"Population, total",SP.POP.TOTL,5353930
Lebanon,LBN,Urban population,SP.URB.TOTL,4788127
Lebanon,LBN,"Population, female",SP.POP.TOTL.FE.IN,2758977
Lebanon,LBN,"Population, male",SP.POP.TOTL.MA.IN,2594952
Lebanon,LBN,Rural population,SP.RUR.TOTL,565803
Lebanon,LBN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Lesotho,LSO,"Population ages 80 and above, male",SP.POP.80UP.MA,4854
Lesotho,LSO,"Population ages 80 and above, female",SP.POP.80UP.FE,10544
Lesotho,LSO,"Population, total",SP.POP.TOTL,2330318
Lesotho,LSO,Urban population,SP.URB.TOTL,708766
Lesotho,LSO,"Population, female",SP.POP.TOTL.FE.IN,1181093
Lesotho,LSO,"Population, male",SP.POP.TOTL.MA.IN,1149224
Lesotho,LSO,Rural population,SP.RUR.TOTL,1621552
Lesotho,LSO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Liberia,LBR,"Population ages 80 and above, male",SP.POP.80UP.MA,9931
Liberia,LBR,"Population ages 80 and above, female",SP.POP.80UP.FE,13332
Liberia,LBR,"Population, total",SP.POP.TOTL,5418377
Liberia,LBR,Urban population,SP.URB.TOTL,2902462
Liberia,LBR,"Population, female",SP.POP.TOTL.FE.IN,2718890
Liberia,LBR,"Population, male",SP.POP.TOTL.MA.IN,2699486
Liberia,LBR,Rural population,SP.RUR.TOTL,2515915
Liberia,LBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Libya,LBY,"Population ages 80 and above, male",SP.POP.80UP.MA,25437
Libya,LBY,"Population ages 80 and above, female",SP.POP.80UP.FE,34745
Libya,LBY,"Population, total",SP.POP.TOTL,6888388
Libya,LBY,Urban population,SP.URB.TOTL,5621338
Libya,LBY,"Population, female",SP.POP.TOTL.FE.IN,3404637
Libya,LBY,"Population, male",SP.POP.TOTL.MA.IN,3483751
Libya,LBY,Rural population,SP.RUR.TOTL,1267050
Libya,LBY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Liechtenstein,LIE,"Population ages 80 and above, male",SP.POP.80UP.MA,746
Liechtenstein,LIE,"Population ages 80 and above, female",SP.POP.80UP.FE,1119
Liechtenstein,LIE,"Population, total",SP.POP.TOTL,39584
Liechtenstein,LIE,Urban population,SP.URB.TOTL,5786
Liechtenstein,LIE,"Population, female",SP.POP.TOTL.FE.IN,19942
Liechtenstein,LIE,"Population, male",SP.POP.TOTL.MA.IN,19643
Liechtenstein,LIE,Rural population,SP.RUR.TOTL,33798
Liechtenstein,LIE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Lithuania,LTU,"Population ages 80 and above, male",SP.POP.80UP.MA,47114
Lithuania,LTU,"Population ages 80 and above, female",SP.POP.80UP.FE,128227
